,OBJECTID,ACT_COMPL,OBSERVAC_U,NIVEL_EDUC,NOMBRE_CEN,SECUND_TIP,ABREVIADO,MATRICULA_2016,PROPIETARIO,ID_DISTRITO,SHAPE
416,422, , ,PREESCOLAR,PREESCOLAR CONTEMPORÁNEO, ,PREESCOLAR CONTEMPORÁNEO,MATRICULA,PRIVADO,1,"{'rings': [[[493099.8463000003, 1098370.0765000004], [493102.3241999997, 1098384.9321999997], [493102.92929999996, 1098388.5600000005], [493112.8633000003, 1098386.2372999992], [493115.37710000016, 1098399.7175999992], [493116.43850000016, 1098398.7166000009], [493109.51690000016, 1098353.5255999994], [493097.39520000014, 1098355.3818999995], [493099.03220000025, 1098365.1962000001], [493099.8463000003, 1098370.0765000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
417,423, , ,SECUNDARIA,COLEGIO TÉCNICO PROFESIONAL DE PAVAS,TÉCNICO,CTP PAVAS / SECC. NOCTURNA C.T.P. DE PAVAS,MATRICULA,ESTADO,9,"{'rings': [[[484878.48340000026, 1099588.9272000007], [484879.09690000024, 1099595.4730999991], [484879.7807, 1099601.4584999997], [484880.8470999999, 1099601.2807], [484881.5050999997, 1099607.2842999995], [484890.77529999986, 1099606.1656999998], [484889.8853000002, 1099598.4804999996], [484893.50989999995, 1099597.9973000009], [484893.5247999998, 1099598.1258000005], [484893.96910000034, 1099597.6815000009], [484890.4160000002, 1099568.6108], [484889.20270000026, 1099561.6093000006], [484885.85529999994, 1099562.4063000008], [484881.75129999965, 1099563.9593000002], [484877.3145000003, 1099566.1777], [484878.0909000002, 1099568.2851], [484876.31630000006, 1099569.1724999994], [484878.06790000014, 1099585.1396999992], [484878.48340000026, 1099588.9272000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
418,424, , ,PRIMARIA,CENTRO EDUCATIVO INTEGRAL SEM ,ACADÉMICO,CENT. EDUC. INTEGRAL SEM (CEISEM),MATRICULA,PRIVADO,9,"{'rings': [[[484712.85649999976, 1099743.3027999997], [484831.0762, 1099715.0601000004], [484842.0729, 1099712.0913999993], [484841.60809999984, 1099711.5857999995], [484841.7653000001, 1099711.2200000007], [484840.32710000034, 1099708.7358], [484838.1333999997, 1099680.4912999999], [484837.9445000002, 1099674.9318000004], [484837.42819999997, 1099668.1382], [484836.9269000003, 1099661.7116], [484836.4249999998, 1099655.3633999992], [484836.0209999997, 1099650.1970000006], [484835.54119999986, 1099641.0659999996], [484835.06900000013, 1099639.4920000006], [484833.4950000001, 1099639.0198], [484829.08779999986, 1099639.4920000006], [484821.69010000024, 1099641.0659999996], [484813.50540000014, 1099642.1678], [484795.90249999985, 1099643.3274000008], [484797.6085000001, 1099677.8268999998], [484797.75960000046, 1099682.6109999996], [484797.77139999997, 1099683.5254999995], [484782.9101, 1099684.6651000008], [484767.3295999998, 1099685.8597999997], [484749.4315999998, 1099687.2322000004], [484733.9749999996, 1099687.6522000004], [484725.4737, 1099688.1059000008], [484716.8710000003, 1099688.5651999991], [484706.80960000027, 1099689.1022999994], [484703.5772000002, 1099689.2748000007], [484693.12679999974, 1099689.832800001], [484692.6797000002, 1099689.8783], [484692.0044, 1099689.9387999997], [484692.07359999977, 1099690.7487000003], [484693.1289999997, 1099713.8462000005], [484693.24789999984, 1099715.8583000004], [484694.44180000015, 1099735.7546999995], [484694.95100000035, 1099743.8449000008], [484712.85649999976, 1099743.3027999997]], [[484775.26269999985, 1099724.0068999995], [484769.4310999997, 1099725.5572999995], [484768.32070000004, 1099721.4060999993], [484768.0005000001, 1099721.4960999992], [484767.47030000016, 1099719.5254999995], [484771.84169999976, 1099718.3652999997], [484750.8655000003, 1099715.8542999998], [484735.1319000004, 1099704.1305], [484735.11390000023, 1099707.2186999992], [484713.6288999999, 1099708.7852999996], [484713.20330000017, 1099701.3583000004], [484698.0301000001, 1099702.1699], [484697.4199000001, 1099690.6465000007], [484734.7109000003, 1099688.6563000008], [484735.1710999999, 1099697.3989000004], [484735.40950000007, 1099700.3691000007], [484737.8019000003, 1099701.8901000004], [484752.2260999996, 1099712.6034999993], [484777.0033, 1099715.5745], [484779.82409999985, 1099717.5550999995], [484779.69409999996, 1099718.5552999992], [484795.6986999996, 1099714.2842999995], [484793.10809999984, 1099704.5812999997], [484796.0789000001, 1099703.7810999993], [484795.4486999996, 1099701.4904999994], [484793.4480999997, 1099702.0505], [484802.9210999999, 1099688.706700001], [484803.36110000033, 1099690.3370999992], [484826.11789999995, 1099684.2054999992], [484833.9801000003, 1099713.3840999994], [484820.1760999998, 1099716.8451000005], [484817.55590000004, 1099717.5046999995], [484814.45430000033, 1099718.2854999993], [484804.0120000001, 1099720.9097000007], [484801.04030000046, 1099721.6565000005], [484781.6545000002, 1099726.5276999995], [484781.3744999999, 1099725.4975000005], [484776.04289999977, 1099726.9177], [484775.26269999985, 1099724.0068999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
419,425,,,PREESCOLAR,CENTRO INFANTIL DEL INSTITUTO NACIONAL DE SEGUROS,ACADÉMICO,CENTR. INF.INS,MATRICULA,ESTADO,7,"{'rings': [[[487111.80150000006, 1100096.2545999996], [487111.2988, 1100083.9911000002], [487106.1659000004, 1100084.2028], [487105.84839999955, 1100075.0746999998], [487088.12119999994, 1100076.2228999995], [487087.9307000004, 1100072.0796000008], [487079.6440000003, 1100072.5398999993], [487079.89800000004, 1100076.7467999998], [487063.80069999956, 1100077.7786999997], [487064.43570000026, 1100087.8593000006], [487063.43560000043, 1100087.9069999997], [487063.43560000043, 1100088.8277000003], [487064.54679999966, 1100088.8277000003], [487064.56269999966, 1100089.4469000008], [487063.51489999983, 1100089.510399999], [487064.14410000015, 1100099.2551000006], [487111.80150000006, 1100096.2545999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
420,426, , ,PREESCOLAR,JARDÍN INFANTIL OMAR DENGO GUERRERO,ACADÉMICO,J.N. OMAR DENGO G.,MATRICULA,ESTADO,3,"{'rings': [[[490412.68539999984, 1097513.5311999992], [490415.52809999976, 1097512.8246999998], [490411.99340000004, 1097499.8489999995], [490409.59700000007, 1097500.5018000007], [490410.22750000004, 1097501.7544999998], [490383.11149999965, 1097509.3980999999], [490386.3499999996, 1097520.8868000004], [490412.68539999984, 1097513.5311999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
421,427, ,UNIVERSIDAD DE LAS CIENCIAS MEDICAS,UNIVERSIDAD,UNIVERSIDAD DE LAS CIENCIAS MÉDICAS,ACADÉMICO,UCIMED,,PRIVADO,8,"{'rings': [[[487494.72009999957, 1098491.3421999998], [487496.7949000001, 1098477.9253000002], [487497.6601, 1098472.3122000005], [487493.2527999999, 1098470.9826999996], [487493.96719999984, 1098467.2173999995], [487480.0800999999, 1098464.5722000003], [487482.62009999994, 1098462.3122000005], [487498.97009999957, 1098464.4521999992], [487503.1501000002, 1098438.0921999998], [487487.69010000024, 1098434.5522000007], [487487.2100999998, 1098439.1622000001], [487485.6001000004, 1098439.0121999998], [487482.1300999997, 1098437.9521999992], [487478.3800999997, 1098441.0121999998], [487465.0201000003, 1098422.7322000004], [487462.5525000002, 1098424.5318999998], [487456.5828, 1098416.3469999991], [487444.30009999964, 1098414.792199999], [487439.5201000003, 1098408.4421999995], [487417.16029999964, 1098426.3121000007], [487427.3901000004, 1098439.1121999994], [487427.25009999983, 1098441.8621999994], [487430.0800999999, 1098442.3421999998], [487431.1601, 1098443.7821999993], [487429.9801000003, 1098457.4822000004], [487417.6300999997, 1098467.042199999], [487422.74010000005, 1098473.6422000006], [487417.72009999957, 1098477.5221999995], [487423.17009999976, 1098484.5722000003], [487436.1401000004, 1098474.3922000006], [487435.18010000046, 1098482.292199999], [487439.19010000024, 1098487.542199999], [487447.47009999957, 1098488.3521999996], [487452.97009999957, 1098484.1522000004], [487454.0900999997, 1098476.8022000007], [487456.0900999997, 1098475.7021999992], [487455.67009999976, 1098478.9222], [487459.5800999999, 1098483.9022000004], [487462.79009999987, 1098484.3222000003], [487468.79009999987, 1098479.5221999995], [487473.8300999999, 1098478.8171999995], [487468.767, 1098482.5770999994], [487471.30009999964, 1098485.9922000002], [487474.42009999976, 1098483.5522000007], [487472.9501, 1098491.292199999], [487489.12009999994, 1098496.4421999995], [487490.2520000003, 1098490.4922000002], [487494.72009999957, 1098491.3421999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
422,428, , ,PREESCOLAR,CENTRO EDUCATIVO GRAYMAR,ACADÉMICO,CENT. EDUC. GRAYMAR,MATRICULA,PRIVADO,1,"{'rings': [[[492859.7544999998, 1098899.1580999997], [492858.1479000002, 1098895.4373000003], [492857.2895999998, 1098895.7917], [492855.65029999986, 1098896.4685999993], [492854.0739000002, 1098892.7824000008], [492852.49760000035, 1098889.0962000005], [492854.95490000024, 1098888.0352999996], [492852.70050000027, 1098882.8121000007], [492851.9559000004, 1098881.1009999998], [492848.3392000003, 1098882.6217999998], [492844.7224000003, 1098884.1426], [492844.9156999998, 1098884.5304000005], [492843.6207999997, 1098885.1165999994], [492844.0608000001, 1098886.0862000007], [492841.7187999999, 1098887.2060000002], [492839.37679999974, 1098888.3257999998], [492843.8552000001, 1098898.7125000004], [492848.33359999955, 1098909.0990999993], [492854.9648000002, 1098906.2676999997], [492861.5959999999, 1098903.4363000002], [492859.7544999998, 1098899.1580999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
423,429,CENTRO COMERCIAL,CENTRO COMERCIA PLAZA URUKA,SECUNDARIA,COLEGIO TÉCNICO PROFESIONAL LA CARPIO,ACADÉMICO,CTP. LA CARPIO,MATRICULA,ESTADO,7,"{'rings': [[[486926.0931000002, 1101063.0661999993], [486916.71729999967, 1101051.6645], [486938.62480000034, 1101035.2338999994], [486939.73610000033, 1101036.5039000008], [486943.8239000002, 1101033.4081999995], [486939.5773, 1101027.8916999996], [486940.58939999994, 1101027.1044999994], [486939.00189999957, 1101024.8555999994], [486937.81120000035, 1101025.6162], [486931.13049999997, 1101016.6204000004], [486926.9302000003, 1101019.9607999995], [486925.3191999998, 1101017.7959000003], [486917.9062000001, 1101023.6097999997], [486908.72190000024, 1101030.8128999993], [486899.1710000001, 1101038.3034000006], [486897.9006000003, 1101039.299900001], [486889.86760000046, 1101045.5205000006], [486880.31709999964, 1101052.9162000008], [486871.3172000004, 1101059.8857000005], [486862.0563000003, 1101067.0571999997], [486882.64279999956, 1101092.5401000008], [486892.0619999999, 1101085.7402999997], [486891.26829999965, 1101084.7084], [486893.6495000003, 1101082.8034000006], [486892.3002000004, 1101080.8983999994], [486896.4276999999, 1101077.5646000002], [486892.3794999998, 1101072.5639999993], [486887.8498999998, 1101075.2732999995], [486887.3735999996, 1101074.7177000009], [486891.2100999998, 1101071.8337999992], [486890.78670000006, 1101071.2251999993], [486911.1266000001, 1101055.9322999995], [486914.50009999983, 1101060.0332999993], [486915.52529999986, 1101059.2726000007], [486919.59329999983, 1101064.8289], [486921.8753000004, 1101063.2744999994], [486923.33490000013, 1101065.1432000007], [486926.0931000002, 1101063.0661999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
424,430, , ,PREESCOLAR,ANGEL HIGH SCHOOL,ACADÉMICO,ANGEL HIGH SCHOOL,MATRICULA,PRIVADO,1,"{'rings': [[[493153.0332000004, 1098250.6578000002], [493154.74349999987, 1098250.932], [493159.7494999999, 1098251.7258000001], [493164.75549999997, 1098252.5195000004], [493165.7954000002, 1098246.008199999], [493166.8306999998, 1098239.4960999992], [493168.41050000023, 1098239.7473000009], [493169.9857999999, 1098239.9978], [493171.29949999973, 1098231.7359999996], [493172.61319999956, 1098223.4744000006], [493171.9430999998, 1098223.3706], [493171.26300000027, 1098223.2667999994], [493171.4293999998, 1098222.3465], [493171.5859000003, 1098221.4262000006], [493167.4949000003, 1098220.7540000007], [493163.40390000027, 1098220.0818000007], [493163.4556999998, 1098219.7368], [493163.5075000003, 1098219.3917999994], [493162.70079999976, 1098218.5401000008], [493161.89410000015, 1098217.6885000002], [493162.0460999999, 1098216.8280999996], [493162.19820000045, 1098215.9678000007], [493156.53780000005, 1098215.1500000004], [493150.87739999965, 1098214.3322], [493151.2249999996, 1098220.2018], [493151.57270000037, 1098226.0713999998], [493152.88210000005, 1098226.1894000005], [493152.4336000001, 1098229.6093000006], [493151.98510000017, 1098233.0291000009], [493152.5091000004, 1098241.8434999995], [493153.0332000004, 1098250.6578000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
425,431, , ,PREESCOLAR,JARDIN DE NIÑOS SAN GABRIEL BILINGÜE,ACADÉMICO,J.N. SAN GABRIEL BILINGÜE,MATRICULA,PRIVADO,8,"{'rings': [[[489076.23929999955, 1097679.2443000004], [489085.3393000001, 1097678.3143000007], [489085.2692999998, 1097675.9043000005], [489096.75930000003, 1097674.8243000004], [489096.92929999996, 1097677.1242999993], [489100.5992999999, 1097676.7443000004], [489099.3892999999, 1097665.5943], [489089.10929999966, 1097666.6443000007], [489089.00930000003, 1097665.0843000002], [489082.7993000001, 1097665.8443], [489082.8992999997, 1097667.1942999996], [489081.1693000002, 1097667.2443000004], [489081.05929999985, 1097666.6643000003], [489075.0393000003, 1097667.2842999995], [489075.8892999999, 1097675.7443000004], [489070.75930000003, 1097676.1242999993], [489071.1593000004, 1097679.7643], [489076.23929999955, 1097679.2443000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
426,432, , ,PREESCOLAR,KÍNDER RUISEÑOR ,ACADÉMICO,KÍNDER RUISEÑOR ,MATRICULA,PRIVADO,9,"{'rings': [[[485142.84669999965, 1099921.545], [485141.8053000001, 1099919.2179000005], [485147.6113999998, 1099916.6855999995], [485144.10929999966, 1099908.2958000004], [485140.94519999996, 1099909.6651000008], [485139.2846999997, 1099905.954], [485133.3984000003, 1099908.6018000003], [485139.4193000002, 1099922.9902999997], [485142.84669999965, 1099921.545]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
427,433,,,PREESCOLAR,CENTRO DE FORMACIÓN INFANTIL ICE,ACADÉMICO,CENTRO DE FORMACIÓN INFANTIL ICE,MATRICULA,PRIVADO,9,"{'rings': [[[483724.96829999983, 1100237.7317999993], [483745.59219999984, 1100229.6199999992], [483737.5515999999, 1100209.1774000004], [483716.9277999997, 1100217.2892000005], [483724.96829999983, 1100237.7317999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
428,434, , ,SECUNDARIA,LICEO DE PAVAS,ACADÉMICO,LICEO DE PAVAS,MATRICULA,ESTADO,9,"{'rings': [[[484766.7045, 1100093.6077999994], [484770.9056000002, 1100107.3519000001], [484772.5422, 1100112.2276000008], [484728.76630000025, 1100125.5768], [484729.19990000036, 1100128.6121999994], [484723.8518000003, 1100130.7803000007], [484726.45359999966, 1100138.296599999], [484732.37990000006, 1100136.7065999992], [484734.5480000004, 1100143.7892000005], [484795.2561999997, 1100135.2611999996], [484795.63609999977, 1100138.2360999994], [484783.3381000003, 1100139.8006999996], [484783.3381000003, 1100145.0923999995], [484808.7380999997, 1100141.9174000006], [484807.9444000004, 1100136.6257000007], [484799.44519999996, 1100137.6011999995], [484798.5806999998, 1100130.7803000007], [484737.2483000001, 1100139.2051], [484737.0275999997, 1100137.9649], [484784.8491000002, 1100122.5414000005], [484781.3799999999, 1100109.5325000007], [484778.67980000004, 1100110.3559000008], [484776.7120000003, 1100104.272500001], [484793.3808000004, 1100099.2454000004], [484793.6453999998, 1100095.2766999993], [484793.11620000005, 1100092.6307999995], [484791.7933, 1100087.0746], [484790.9994999999, 1100085.4870999996], [484781.1787999999, 1100089.1265999991], [484780.0384999998, 1100085.4255], [484787.7907999996, 1100083.0348000005], [484783.82969999965, 1100070.2009999994], [484750.94990000036, 1100080.3638000004], [484748.0591000002, 1100081.2641000003], [484721.7111999998, 1100089.4063000008], [484718.6403000001, 1100090.3564999998], [484692.80260000005, 1100098.3387000002], [484696.94379999954, 1100111.7426999994], [484702.81549999956, 1100109.9222], [484703.0155999996, 1100110.5823999997], [484765.93429999985, 1100091.1271000002], [484766.7045, 1100093.6077999994]], [[484662.89389999956, 1100087.8154000007], [484665.8247999996, 1100086.8651], [484667.86539999954, 1100086.1950000003], [484675.5175999999, 1100083.6942999996], [484678.54849999957, 1100092.8269999996], [484715.55950000044, 1100080.5436000004], [484718.70040000044, 1100079.5033], [484714.4491999997, 1100066.6895000003], [484674.29729999974, 1100080.0132], [484673.3269999996, 1100080.2632999998], [484665.32459999993, 1100082.3137999997], [484660.76329999976, 1100083.484099999], [484661.04339999985, 1100084.4044000003], [484658.0724999998, 1100085.3046000004], [484658.81269999966, 1100087.7554000001], [484649.1897999998, 1100090.6662000008], [484654.4713000003, 1100108.1413000003], [484667.81520000007, 1100104.1001999993], [484666.90500000026, 1100101.0692999996], [484662.89389999956, 1100087.8154000007]], [[484807.1068000002, 1100060.9027999993], [484809.49729999993, 1100068.8907999992], [484839.6962000001, 1100059.6283], [484833.47449999955, 1100039.3422999997], [484827.20270000026, 1100041.2628000006], [484825.7522999998, 1100036.8815000001], [484821.2209000001, 1100038.3619], [484820.8108000001, 1100037.421599999], [484812.39829999954, 1100039.8323], [484812.79839999974, 1100040.9626000002], [484807.9670000002, 1100042.4130000006], [484808.2670999998, 1100043.5332999993], [484802.49540000036, 1100045.4938999992], [484807.1068000002, 1100060.9027999993]], [[484724.75189999957, 1100121.8059], [484770.9056000002, 1100107.3519000001], [484766.73450000025, 1100094.0580000002], [484720.59080000035, 1100108.5119000003], [484721.78110000025, 1100112.3330000006], [484724.75189999957, 1100121.8059]], [[484744.94820000045, 1100071.5311999992], [484747.81909999996, 1100070.6509000007], [484787.8710000003, 1100058.4675999992], [484783.8598999996, 1100045.263699999], [484740.9271, 1100058.3271999992], [484744.94820000045, 1100071.5311999992]], [[484674.8471999997, 1100139.859099999], [484705.0098000001, 1100148.1934999991], [484708.9785000002, 1100133.9058999997], [484678.02219999954, 1100125.9683999997], [484674.8471999997, 1100139.859099999]], [[484725.53249999974, 1100069.1903000008], [484736.38570000045, 1100065.6094000004], [484733.71499999985, 1100057.557], [484714.8794, 1100063.7786999997], [484720.02080000006, 1100079.3233000003], [484728.00320000015, 1100076.6826000009], [484725.53249999974, 1100069.1903000008]], [[484783.8558, 1100107.9767000005], [484787.2954000002, 1100120.6766999997], [484800.6568999998, 1100116.8402999993], [484796.8203999996, 1100104.0078999996], [484783.8558, 1100107.9767000005]], [[484655.19130000006, 1100128.8275000006], [484657.20189999975, 1100138.8203999996], [484671.4360999996, 1100135.9596999995], [484669.4255999997, 1100125.9667000007], [484663.40380000044, 1100127.1769999992], [484656.35170000046, 1100128.5974000003], [484655.19130000006, 1100128.8275000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
