,OBJECTID,CED_JUR_COND,NOMBRE,MATRIZ,NIVELES,CANT_FF,FF_MENOR,FF_MAYOR,LOCALIZACION,created_user,created_date,last_edited_user,last_edited_date,OBSERVACIONES,GlobalID,SHAPE.STArea(),SHAPE.STLength(),SHAPE
340,356,0,CONDOMINIO VERTICAL RESIDENCIAL ILLUSE DOS,00004117 M,1,6,00150736 F,00150741 F,09010030020 C,,,SDE,2019-01-30 19:15:30,,{D4B5099E-61E5-427C-9AED-8396A0F74531},857.3274841308594,125.37853875976802,"{'rings': [[[486557.66610000003, 1100643.5490000006], [486522.00659999996, 1100633.0381000005], [486516.4413999999, 1100650.952299999], [486556.4979999997, 1100665.6415], [486562.79509999976, 1100645.1986999996], [486557.66610000003, 1100643.5490000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
341,358,0,CONOMINIO RESIDENCIAL VERTICAL LA RIVERA ROHRMOSER,00004018 M,2,14,00143025 F,00143021 F,09012770020 C,,,SDE,2019-01-30 19:15:31,,{2C9D3D1C-C758-4647-8E09-F5A76228B2C3},623.2845153808594,104.44452395449517,"{'rings': [[[486581.57299999986, 1100261.2398000006], [486549.0362, 1100258.0229000002], [486548.2896999996, 1100259.5931000002], [486553.95160000026, 1100269.0643000007], [486555.4232999999, 1100271.5262000002], [486565.56630000006, 1100285.6977999993], [486578.4495000001, 1100286.7996999994], [486580.3223000001, 1100271.4741999991], [486581.57299999986, 1100261.2398000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
342,359,0,MULTIFAMILIARES HATILLO 5,00000603 M,4,64,00009130 F,00009193 F,100431 0001 C,,,SDE,2019-01-30 19:15:31,,{E675B583-87D1-465F-ADF0-D649C26FE803},821.0187377929688,314.9238127207295,"{'rings': [[[488323.31340000033, 1096274.0939000007], [488324.70210000034, 1096265.9601000007], [488325.44600000046, 1096265.9601000007], [488326.04119999986, 1096263.0339000002], [488319.3953, 1096261.7444000002], [488318.84979999997, 1096265.2161999997], [488318.25459999964, 1096264.6209999993], [488318.30420000013, 1096263.5298999995], [488317.26269999985, 1096263.2323000003], [488317.0147000002, 1096264.4722000007], [488316.27080000006, 1096264.7698], [488316.8658999996, 1096261.3476999998], [488310.26970000006, 1096259.9590000007], [488309.8233000003, 1096263.0339000002], [488310.3689000001, 1096263.2818999998], [488308.88100000005, 1096271.2668999992], [488308.1370000001, 1096271.2668999992], [488307.5915000001, 1096274.3914], [488314.2868999997, 1096275.6313000005], [488314.83249999955, 1096272.3083999995], [488317.26269999985, 1096272.9035], [488316.6676000003, 1096276.0777000003], [488323.2142000003, 1096277.3672000002], [488323.8093999997, 1096274.193], [488323.31340000033, 1096274.0939000007]], [[488303.8222000003, 1096270.5229000002], [488305.4093000004, 1096262.3396000005], [488306.10360000003, 1096262.2403999995], [488306.5996000003, 1096259.2645999994], [488300.10250000004, 1096257.8760000002], [488299.5072999997, 1096261.3972999994], [488298.86259999964, 1096260.7524999995], [488299.06099999975, 1096259.5622000005], [488298.0195000004, 1096259.4629999995], [488297.8211000003, 1096260.7029], [488297.02749999985, 1096261.0997000001], [488297.5730999997, 1096257.5287999995], [488291.1752000004, 1096256.2392999995], [488290.5800999999, 1096259.2645999994], [488291.22479999997, 1096259.3638000004], [488289.63769999985, 1096267.6960000005], [488289.0426000003, 1096267.646400001], [488288.5466, 1096270.5724999998], [488288.5466, 1096270.6220999993], [488295.1429000003, 1096271.9115999993], [488295.5396999996, 1096268.9855000004], [488298.06900000013, 1096269.4814], [488297.5730999997, 1096272.4076000005], [488304.11980000045, 1096273.7467], [488304.61569999997, 1096270.6717000008], [488303.8222000003, 1096270.5229000002]], [[488265.7575000003, 1096262.9639999997], [488267.34059999976, 1096254.8375000004], [488267.81549999956, 1096254.8375000004], [488268.3959999997, 1096251.8296000008], [488262.16920000035, 1096250.6159000006], [488261.43039999995, 1096254.0987], [488260.8499999996, 1096253.5710000005], [488260.90270000044, 1096252.2518000007], [488260.00569999963, 1096252.1461999994], [488259.5834999997, 1096253.3070999999], [488258.79200000037, 1096253.6238000002], [488259.4780000001, 1096250.1410000008], [488252.98730000015, 1096248.9273000006], [488252.51240000036, 1096251.7767999992], [488253.09279999975, 1096251.9879], [488251.5625, 1096260.167199999], [488250.8236999996, 1096260.167199999], [488250.40160000045, 1096263.2806000002], [488256.89219999965, 1096264.5471], [488257.3672000002, 1096261.5920000002], [488259.9528999999, 1096262.0669], [488259.4780000001, 1096265.0219999999], [488265.7575000003, 1096266.2357], [488266.33800000045, 1096263.2806000002], [488265.7575000003, 1096262.9639999997]], [[488284.5963000003, 1096266.7105999999], [488286.2320999997, 1096258.6369000003], [488286.9709000001, 1096258.7423999999], [488287.55140000023, 1096255.576199999], [488281.1135, 1096254.3625000007], [488280.4802000001, 1096257.6870000008], [488279.84700000007, 1096257.3704000004], [488279.8799999999, 1096255.7148000002], [488278.96970000025, 1096255.6356000006], [488278.73230000027, 1096256.7437999994], [488277.8616000004, 1096257.2186999992], [488278.41559999995, 1096253.8150999993], [488272.12289999984, 1096252.6276999991], [488271.60840000026, 1096255.4772999994], [488272.0437000003, 1096255.7543000001], [488270.6189000001, 1096263.9071999993], [488269.82739999983, 1096263.946799999], [488269.45139999967, 1096266.9217000008], [488275.99480000045, 1096268.1882000007], [488276.41700000037, 1096265.4441], [488278.89719999954, 1096265.8662999999], [488278.4221999999, 1096268.6631000005], [488284.7017999999, 1096269.9296000004], [488285.33499999996, 1096266.8688999992], [488284.5963000003, 1096266.7105999999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
343,360,0,CENTRO COMERCIAL TOPACIO 2,00000030 M,1,8,00000817 F,00009364 F,10002250007 C,,,SDE,2019-01-30 19:15:31,,{0B82DEE0-58D5-43B4-A6D2-E0858C9E9F6D},463.21258544921875,155.7936487876013,"{'rings': [[[488824.3683000002, 1096690.0505], [488814.55960000027, 1096691.1153999995], [488815.03160000034, 1096695.4631999992], [488815.5881000003, 1096700.5889999997], [488816.19519999996, 1096706.1807000004], [488816.7786999997, 1096711.5545000006], [488817.3613, 1096716.9211], [488817.8942, 1096721.8290999997], [488818.29229999986, 1096725.2931999993], [488821.5236999998, 1096724.2775999997], [488822.90670000017, 1096721.3280999996], [488827.5295000002, 1096720.8661000002], [488827.3850999996, 1096719.2618000004], [488827.0904000001, 1096715.9875000007], [488826.5893000001, 1096710.4196000006], [488826.37909999955, 1096708.083900001], [488826.0465000002, 1096705.1010999996], [488825.43120000046, 1096699.5834], [488824.8574000001, 1096694.4371000007], [488824.3683000002, 1096690.0505]], [[488837.47780000046, 1096718.4217000008], [488836.3729999997, 1096707.1225000005], [488832.4742999999, 1096707.5036999993], [488831.2651000004, 1096707.6218999997], [488828.28330000024, 1096707.9037999995], [488829.4445000002, 1096719.0767], [488829.7686999999, 1096723.3714000005], [488837.7730999999, 1096721.4920000006], [488837.47780000046, 1096718.4217000008]], [[488839.2736999998, 1096711.203400001], [488838.62710000016, 1096711.1039000005], [488839.5722000003, 1096720.9530999996], [488840.0892000003, 1096720.9035], [488841.0147000002, 1096720.4058999997], [488842.0549999997, 1096719.2273999993], [488842.68989999965, 1096718.2517000008], [488842.7558000004, 1096716.9737], [488842.4572999999, 1096715.8296000008], [488841.4127000002, 1096713.9393000007], [488839.2736999998, 1096711.203400001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
344,361,0,CENTRO COMERCIAL TOPACIO 1,00000029 M,1,8,00000655 F,00011121 F,10002220001 C,,,SDE,2019-01-30 19:15:31,,{96E2B3CB-883F-436E-A9E7-C75A4FBC9B12},519.8213806152344,176.9705597943675,"{'rings': [[[488876.3690999998, 1096710.8509999998], [488868.66789999977, 1096679.3835000005], [488857.3585000001, 1096682.1380000003], [488857.90270000044, 1096684.3376000002], [488859.2637, 1096690.235200001], [488865.5225999998, 1096715.1323000006], [488876.3690999998, 1096710.8509999998]], [[488857.57909999974, 1096689.0252999999], [488857.1869999999, 1096687.4535000008], [488856.60479999986, 1096687.5987], [488855.91500000004, 1096684.8334999997], [488847.8520999998, 1096686.8450000007], [488845.4978, 1096687.5583999995], [488846.8596000001, 1096693.4406000003], [488849.59920000006, 1096692.6105000004], [488856.2675000001, 1096691.0522000007], [488857.9782999996, 1096690.6253999993], [488857.57909999974, 1096689.0252999999]], [[488861.00270000007, 1096702.6840000004], [488857.95050000027, 1096691.6199999992], [488852.2522, 1096693.0414000005], [488852.8085000003, 1096694.8691000007], [488858.45040000044, 1096700.9082999993], [488859.08609999996, 1096703.2127], [488861.00270000007, 1096702.6840000004]], [[488845.8657999998, 1096694.2652000003], [488843.74959999975, 1096686.2074999996], [488841.4746000003, 1096687.8230000008], [488841.36569999997, 1096690.4190999996], [488842.3192999996, 1096692.6440999992], [488843.9879999999, 1096694.3127999995], [488845.8657999998, 1096694.2652000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
345,362,0,CENTRO COMERCIAL DOMA,00000821 M,1,8,00014499 F,00014506 F,100023 0006GC,,,SDE,2019-01-30 19:15:32,,{1BE3CEC5-9B29-41B4-B813-CDD5EF66BDE5},221.8638916015625,90.93106708143766,"{'rings': [[[489154.4195999997, 1096599.1802999992], [489159.2866000002, 1096597.8712000009], [489159.42679999955, 1096599.1535999998], [489163.09729999956, 1096597.6673000008], [489163.1933000004, 1096598.6728000008], [489166.9194, 1096597.3027], [489167.02329999954, 1096598.206700001], [489170.74569999985, 1096596.7981000002], [489170.84889999963, 1096597.7224000003], [489174.6116000004, 1096596.3948], [489174.7100999998, 1096597.3597999997], [489178.5301000001, 1096596.1735999994], [489178.63740000036, 1096597.2884999998], [489182.20409999974, 1096595.5], [489181.7117999997, 1096589.8224], [489177.9615000002, 1096590.263699999], [489174.02240000013, 1096590.6192000005], [489170.0954, 1096590.9736000001], [489166.2315999996, 1096591.3223], [489162.52329999954, 1096591.6569999997], [489158.6456000004, 1096592.0069999993], [489153.75939999986, 1096592.4480000008], [489147.6688000001, 1096592.9977000002], [489148.04980000015, 1096594.961100001], [489146.1308000004, 1096595.0227000006], [489146.2171, 1096597.7113000005], [489147.1595999999, 1096598.3164000008], [489147.96740000043, 1096598.835000001], [489154.3415000001, 1096598.3840999994], [489154.4195999997, 1096599.1802999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
346,363,0,CONDOMINIO JUDITH,00000690 M,2,22,00010947 F,00010968 F,100018 00592C,,,SDE,2019-01-30 19:15:32,,{DDB8527E-6051-4EA0-8C25-63F8E6C5D0BA},828.8482055664062,336.09957032995754,"{'rings': [[[489466.69629999995, 1096717.4094999991], [489458.0187999997, 1096705.7116999999], [489450.20430000033, 1096711.4647000004], [489459.0256000003, 1096723.7857000008], [489462.5253999997, 1096728.3401999995], [489470.67540000007, 1096723.1624999996], [489466.69629999995, 1096717.4094999991]], [[489478.82550000027, 1096709.7388000004], [489470.0521999998, 1096696.8904], [489464.1553999996, 1096700.8695999999], [489472.8808000004, 1096713.3344], [489475.8052000003, 1096717.5533000007], [489481.55819999985, 1096713.7179000005], [489478.82550000027, 1096709.7388000004]], [[489452.36170000024, 1096708.7799999993], [489458.5253999997, 1096704.1571999993], [489460.88960000034, 1096707.5563999992], [489465.8108000001, 1096704.2755999994], [489463.28359999973, 1096700.5885000005], [489464.44299999997, 1096699.7190000005], [489460.22420000006, 1096693.7741999999], [489447.99899999984, 1096702.8830999993], [489452.36170000024, 1096708.7799999993]], [[489452.4576000003, 1096729.7784000002], [489444.49930000026, 1096716.2588999998], [489438.1710000001, 1096720.0942000002], [489446.0334000001, 1096733.8534999993], [489452.4576000003, 1096729.7784000002]], [[489451.1151999999, 1096709.7388000004], [489446.5608000001, 1096703.6981000006], [489434.43149999995, 1096712.8070999999], [489438.98599999957, 1096718.7997999992], [489451.1151999999, 1096709.7388000004]], [[489471.63430000003, 1096694.2057000007], [489467.75100000016, 1096688.2609], [489461.4227, 1096693.007099999], [489465.54569999967, 1096698.5683999993], [489471.63430000003, 1096694.2057000007]], [[489454.3753000004, 1096733.5178999994], [489452.7932000002, 1096730.545499999], [489444.8827999998, 1096735.0998999998], [489446.65670000017, 1096738.4559000004], [489454.3753000004, 1096733.5178999994]], [[489451.8822999997, 1096714.9644000009], [489449.58110000007, 1096711.512599999], [489445.1705, 1096714.8684999999], [489447.0881000003, 1096718.080600001], [489451.8822999997, 1096714.9644000009]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
347,364,0,CONDOMINIO HABITACIONAL ASOCIACION SOLIDARISTA CIA,00000171 M,2,24,00003196 F,00003219 F,10002820030 C,,,SDE,2019-01-30 19:15:32,,{ECD8A382-E88C-4081-A9E6-2231885EF793},1647.5350646972656,258.09701782903437,"{'rings': [[[489758.48670000024, 1096451.6023999993], [489734.37009999994, 1096338.6783000007], [489728.9364, 1096340.1484999992], [489724.2357999999, 1096341.5391000006], [489719.8340999996, 1096343.5317000002], [489731.1869000001, 1096392.8523999993], [489736.0281999996, 1096413.8845000006], [489745.3699000003, 1096454.4681000002], [489758.48670000024, 1096451.6023999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
348,365,0,CONDOMINIO HORIZONTAL HABITACIONAL,00003164 M,1,2,00093455 F,00093456 F,10002820063 C,,,SDE,2019-01-30 19:15:32,,{7270922E-8AF4-411B-A394-D65C4D1A7AA2},104.0003662109375,43.6628886255802,"{'rings': [[[489780.6166000003, 1096295.9965000004], [489775.9561999999, 1096281.9364999998], [489769.2759999996, 1096284.2043999992], [489773.99340000004, 1096298.2368], [489780.6166000003, 1096295.9965000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
349,366,0,CONDOMINIO HORIZONTAL HABITACIONAL,00003175 M,1,2,00093889 F,00093890 F,10002820072 C,,,SDE,2019-01-30 19:15:32,,{07A5FB1A-35B9-4572-AC7A-1E627EBF5445},127.57479858398438,46.55383890355536,"{'rings': [[[489849.28639999963, 1096272.7695000004], [489847.32579999976, 1096264.1878999993], [489845.30260000005, 1096258.3932000007], [489837.88350000046, 1096260.9120000005], [489836.9249, 1096261.2432000004], [489841.81790000014, 1096275.2957000006], [489842.8360000001, 1096274.9513000008], [489849.28639999963, 1096272.7695000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
350,367,0,CONDOMINIO HORIZONTAL VERTICAL RESIDENCIAL,00003233 M,2,3,00096077 F,00096079 F,10002870011 C,,,SDE,2019-01-30 19:15:33,,{9D9C4AD8-6AD9-4A20-9CFD-9D7BE9EDF925},129.86077880859375,48.81937089360491,"{'rings': [[[489714.4162999997, 1096150.4219000004], [489711.25490000006, 1096143.295], [489696.07100000046, 1096149.9725000001], [489699.2862999998, 1096157.1591999996], [489714.4162999997, 1096150.4219000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
351,368,0,CONDOMINIO HORIZONTAL RESIDENCIAL ,00004022 M,1,2,00143299 F,00143300 F,10002850022 C,,,111570260,2022-01-28 18:14:14,,{A101010D-82FD-4AE7-B0E3-C64E63308BAD},136.02520751953125,50.33684952718952,"{'rings': [[[489814.81060000043, 1096150.7926000003], [489813.9537000004, 1096148.8065000009], [489811.39269999973, 1096143.6018000003], [489795.5837000003, 1096150.4393000007], [489798.70239999983, 1096157.4855000004], [489814.81060000043, 1096150.7926000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
352,369,0,CONDOMINIO CENTRO COMERCIAL HATILLO,00000018 M,1,26,00000627 F,00000652 F,100020 0021 C,,,SDE,2019-01-30 19:15:33,,{FB7BB230-F2B5-4EEE-B257-2A0F5542A455},3056.238311767578,702.316776646759,"{'rings': [[[488418.00629999954, 1096796.4441999998], [488392.47229999956, 1096791.5437000003], [488383.5987999998, 1096838.6117000002], [488409.5187999997, 1096843.3829999994], [488418.00629999954, 1096796.4441999998]], [[488343.66420000046, 1096809.3346999995], [488333.8367999997, 1096807.4847999997], [488326.70409999974, 1096847.3518000003], [488336.0959999999, 1096848.8630999997], [488336.78160000034, 1096848.9735000003], [488343.66420000046, 1096809.3346999995]], [[488417.2792999996, 1096775.9220000003], [488382.00210000016, 1096769.2994999997], [488380.01769999973, 1096779.4859999996], [488415.35720000044, 1096786.3505000006], [488417.1021999996, 1096776.5040000007], [488417.2792999996, 1096775.9220000003]], [[488351.45100000035, 1096764.8091000002], [488341.4749999996, 1096763.0691], [488335.4353, 1096798.5361000001], [488345.2832000004, 1096800.2739000004], [488351.45100000035, 1096764.8091000002]], [[488412.3239000002, 1096852.9942000005], [488380.18120000046, 1096847.385399999], [488378.4896999998, 1096856.9710000008], [488410.40610000025, 1096862.8085999992], [488413.90220000036, 1096863.4480000008], [488415.8200000003, 1096853.6336000003], [488412.3239000002, 1096852.9942000005]], [[488364.13939999975, 1096844.0065000001], [488341.5389999999, 1096839.9092999995], [488339.801, 1096849.4684999995], [488362.29059999995, 1096853.8341000006], [488364.13939999975, 1096844.0065000001]], [[488364.2536000004, 1096826.7193], [488369.74370000046, 1096796.8874999993], [488371.86039999966, 1096797.2182], [488374.2416000003, 1096797.8796999995], [488375.1677000001, 1096797.6151], [488375.2999999998, 1096796.7552000005], [488374.77080000006, 1096796.292199999], [488372.12490000017, 1096795.8290999997], [488364.18740000017, 1096794.0431999993], [488363.5259999996, 1096794.3078000005], [488363.12909999955, 1096794.7046000008], [488363.06290000025, 1096795.4984000009], [488363.85670000035, 1096795.8290999997], [488368.0239000004, 1096796.5567000005], [488368.4868999999, 1096796.6228999998], [488362.99679999985, 1096826.4547000006], [488362.66610000003, 1096826.7193], [488362.07079999987, 1096826.6531000007], [488360.48330000043, 1096826.3224], [488359.2264999999, 1096826.0578000005], [488358.3666000003, 1096825.9916999992], [488357.77130000014, 1096826.0578000005], [488357.5728000002, 1096826.5869999994], [488357.77130000014, 1096826.9838999994], [488359.02799999993, 1096827.4469000008], [488368.08999999985, 1096829.2327999994], [488369.08220000006, 1096829.1006000005], [488369.54530000035, 1096828.5052000005], [488369.01609999966, 1096827.7775999997], [488367.89159999974, 1096827.4469000008], [488364.5181999998, 1096827.1162], [488364.2536000004, 1096826.7193]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
